English Word,class,Anglish (attested),Anglish (unattested),cleaned unattested,,,,,,,,,,,,,,,,,,,,,,,,,
ruler,n,"drighten, leader, overseer, overwatcher",reder,reder,,,,,,,,,,,,,,,,,,,,,,,,,
ruling,adj,"leading, lordly",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
rumour,n,hearsay,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
rural,adj,"outburg, fieldly",lundly,lundly,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,n,-,Russland,Russland,,,,,,,,,,,,,,,,,,,,,,,,,
rustic,n,"backwoodsman, boor, bumpkin, bushwhacker, clodhopper, churl, crofter, greenhorn, hayseed, hind, hillbilly, husbandman, plowman, redneck, share-cropper, swain, woodsman",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sabotage,vb,"cripple, undermine? (mine is from Old French)",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
saboteur,n,-,crippler,crippler,,,,,,,,,,,,,,,,,,,,,,,,,
sacred,adj,"holy, hallowed",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Sacrament,n,"holy oath, holy undertaking, hallowing","forhallowing, holy-work (<OE haligweorc)",forhallowing, holy-work ,<OE haligweorc),,,,,,,,,,,,,,,,,,,,,,,
sacrifice,vb/n,"give, give up,",bloot (<OE blotan),bloot ,<OE blotan),,,,,,,,,,,,,,,,,,,,,,,,
sacrilege,n,unholiness,"holishending (cf. Du heiligshennis) (to shend, to defile)",holishending ,cf. Du heiligshennis) ,to shend, to defile),,,,,,,,,,,,,,,,,,,,,,
sacrilegious,adj,"unholy, sinful",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sacrosanct,adj,"holy, hallowed",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sacrum,n,-,"holybone, roodbone",holybone, roodbone,,,,,,,,,,,,,,,,,,,,,,,,
sadism,n,"fiendishness, heartlessness","meanlove, meanlust",meanlove, meanlust,,,,,,,,,,,,,,,,,,,,,,,,
sadistic,adj,"heartless, coldhearted",overtuly,overtuly,,,,,,,,,,,,,,,,,,,,,,,,,
safe,adj,"sound, fast; white; trusty, good, sheltered, shielded",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
safety,n,"shelter, wholeness, soundness, frith (archaic)","munding, berg, frith",munding, berg, frith,,,,,,,,,,,,,,,,,,,,,,,
safe space,n,"haven, hugbox",frithyard (<OE friþġeard),frithyard ,<OE friþġeard),,,,,,,,,,,,,,,,,,,,,,,,
sagacious,adj,"insightful, wise, witty, foresightful",rede hedging (<OE rǽdhycgende)\nhyesnotter (<OE hygesnottor)\nredesnotter (<OE rǽdsnotor)\nsearthinkle (<OE searuþancol)\nshedwise (<OE scéadwís)\nsmighful (<OE sméah)\nwisefast (<OE wísfæst)\nyarewittle (<OE gearuwitol),rede hedging ,<OE rǽdhycgende)\nhyesnotter ,<OE hygesnottor)\nredesnotter ,<OE rǽdsnotor)\nsearthinkle ,<OE searuþancol)\nshedwise ,<OE scéadwís)\nsmighful ,<OE sméah)\nwisefast ,<OE wísfæst)\nyarewittle ,<OE gearuwitol),,,,,,,,,,,,,,,,,
Saint (St.),n,Holy,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
saint,n,-,"holyman, hallow",holyman, hallow,,,,,,,,,,,,,,,,,,,,,,,,
sainthood,n,hallowdom,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
saliva,n,spit,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
salamander,n,-,"landwater athex, land-newt, land-eft",landwater athex, land-newt, land-eft,,,,,,,,,,,,,,,,,,,,,,,
salary,n,"earnings, income, salt",toll,toll,,,,,,,,,,,,,,,,,,,,,,,,,
sally,vb/n,outfall,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,
salmon,n,-,"lax (<OE leax, cf. NHG Lachs, Yid. לאַקס (laks), ON, Ic. Sw. lax, Dn. Nw. laks)",lax ,<OE leax, cf. NHG Lachs, Yid. לאַקס ,laks), ON, Ic. Sw. lax, Dn. Nw. laks),,,,,,,,,,,,,,,,,,
saltire,n,Andrew's Rood (cross),-,-,,,,,,,,,,,,,,,,,,,,,,,,,
salutary,n,"friendly, good, helpful, kindly; good, healthy, wholesome",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
salutation,n,"greeting, welcome, hail",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
salvation,n,lifeline,redding (<OE hreddung)\nhalwendness (<OE hālwendnes),redding ,<OE hreddung)\nhalwendness ,<OE hālwendnes),,,,,,,,,,,,,,,,,,,,,,,
salvo,n,"unload, outburst",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sample,vb,"to have a smack of, fore smack",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
samurai,n,-Easternwye,dawnlandish knight,dawnlandish knight,,,,,,,,,,,,,,,,,,,,,,,,,
sanctify,vb,"hallow, behallow",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sanctuary,n,"haven, grith, holyroom, hallow, holystead, frithhouse, frithstow",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Claus,n,Father Christmas,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sapient,n,aware,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire,adj/n,-,bluehurst,bluehurst,,,,,,,,,,,,,,,,,,,,,,,,,
sarcophagus,n,-,stonethrough\nsunkingthrough(Egypt),stonethrough\nsunkingthrough,Egypt),,,,,,,,,,,,,,,,,,,,,,,,
sasquatch,n,Bigfoot,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Satanism,n,-Heathenish,Satandom; Satan-worship,Satandom; Satan-worship,,,,,,,,,,,,,,,,,,,,,,,,,
satchel,n,"knapsack, rucksack",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
satellite,n,moon,"artificial: ironmoon, swail searsender,\numworld loftvat (""around-world-air-vessel"" att'd on the Old English Wikipedia as ymbeworuldlyftfæt) / * NB: 'ump-' as in 'umpteen' = around an amount",artificial: ironmoon, swail searsender,\numworld loftvat ,"""around-world-air-vessel"" att'd on the Old English Wikipedia as ymbeworuldlyftfæt) / * NB: 'ump-' as in 'umpteen' = around an amount",,,,,,,,,,,,,,,,,,,,,,
satiate,vb,"fulfill, quench, slake",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
satire(ist),n,"heaning, heancraft(er), heanwriting(er)",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
satisfaction,n,gladness,"cwemeness (<OE cwemness), eadinessbefrithening (cf. NHG Befriedigung)\nitheness (<OE  īeðnes)",cwemeness ,<OE cwemness), eadinessbefrithening ,cf. NHG Befriedigung)\nitheness ,<OE  īeðnes),,,,,,,,,,,,,,,,,,,,,
satisfy,vb,"gladden, slake, fulfill, sate, quench","queme, afill, befrith, sede (<OE ġesēdan)",queme, afill, befrith, sede ,<OE ġesēdan),,,,,,,,,,,,,,,,,,,,,
saturate,vb,"sop, soak, steep",indrench (<OE indrencan),indrench ,<OE indrencan),,,,,,,,,,,,,,,,,,,,,,,,
Saturday,n,-,"Lyeday (< OE læg, leag ""lye"" (cognates: M.Du. loghe, Du. loog, OHG louga). The substance was formerly used in place of soap, hence OHG luhhen ""to wash,"" ON laug ""bath"". ON laugardagr, Dan. lørdag, Swed. lördag ""Saturday,"" literally ""bath day"".)",Lyeday ,< OE læg," leag ""lye"" ",cognates: M.Du. loghe, Du. loog, OHG louga). The substance was formerly used in place of soap," hence OHG luhhen ""to wash",""" ON laug ""bath"". ON laugardagr", Dan. lørdag," Swed. lördag ""Saturday",""" literally ""bath day"".)",,,,,,,,,,,,,,,
sauce,n,dip,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sauerkraut,n,-,"sourcole, sourkale",sourcole, sourkale,,,,,,,,,,,,,,,,,,,,,,,,
sauna,n,steam room,"hot-house, hotroom, sweatbath",hot-house, hotroom, sweatbath,,,,,,,,,,,,,,,,,,,,,,,
sausage,n,"pudding, banger","swineflesh, meary (<OE mearh)",swineflesh, meary ,<OE mearh),,,,,,,,,,,,,,,,,,,,,,,
savage,adj/n,wild; wilder,wildard,wildard,,,,,,,,,,,,,,,,,,,,,,,,,
savanna; savannah,n,-,wendringly grassland\nbarelands (cf. Eng. barrens),wendringly grassland\nbarelands ,cf. Eng. barrens),,,,,,,,,,,,,,,,,,,,,,,,
save,vb,"keep, spare","nere (<OE nerian, akin to NHG nähren)redd (<OE hreddan 'to free from recover rescue save take away')berg/barrow (<OE beorgan 'to save, preserve', Goth bairgan, OHG bergan, ON bjarga)hain, stow, hoard, heal",nere ,<OE nerian, akin to NHG nähren)redd ,<OE hreddan 'to free from recover rescue save take away')berg/barrow ,<OE beorgan 'to save, preserve', Goth bairgan, OHG bergan, ON bjarga)hain, stow, hoard, heal,,,,,,,,,,,,,,
saviour,n,-sparer,"healand (cf. NHG Heiland, from OHG Heliand 'the healing one')halend, healer, healant (<OE hælend, in light of MnE 'coolant')\nner(i)gend (<OE, 'the Savior', cf. nerian)",healand ,cf. NHG Heiland, from OHG Heliand 'the healing one')halend, healer, healant ,<OE hælend, in light of MnE 'coolant')\nner,i)gend ,<OE, 'the Savior', cf. nerian),,,,,,,,,,,,,,,
savory,adj,-smeckfull,hearthaft (cf. NHG herzhaft)defty (cf. NHG deftig),hearthaft ,cf. NHG herzhaft)defty ,cf. NHG deftig),,,,,,,,,,,,,,,,,,,,,,,
Saxon,n,,Saxish,Saxish,,,,,,,,,,,,,,,,,,,,,,,,,
Saxony,n,,Saxland (<OE Seaxland)SexlandSaxesSaxen,Saxland ,<OE Seaxland)SexlandSaxesSaxen,,,,,,,,,,,,,,,,,,,,,,,,
saxophone,n,saxhorn,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scald,vb,forseethe,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scale,n,"layout, frame, framework, mete, setup",animal skin: shale (<M. Eng. schale),animal skin: shale ,<M. Eng. schale),,,,,,,,,,,,,,,,,,,,,,,,
scalpel,n,-,leechsax,leechsax,,,,,,,,,,,,,,,,,,,,,,,,,
scapegoat,n,-,"fenman (from Old Dutch thews of offering a man-bloot by either throwing the chosen into a fen, lynching them or throwing them into streams to undo the anger of the gods.)\nsingoat (cf. Du. zondebok; NHG Sündenbock)",fenman ,from Old Dutch thews of offering a man-bloot by either throwing the chosen into a fen, lynching them or throwing them into streams to undo the anger of the gods.)\nsingoat ,cf. Du. zondebok; NHG Sündenbock),,,,,,,,,,,,,,,,,,,,,,
scaphoid bone,n,-,boatbone,boatbone,,,,,,,,,,,,,,,,,,,,,,,,,
scapula,n,"shoulderbone, wingbone",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scar,n,"blight, blotch, flaw, pockmark, wale, weal, wheal, wen, welt",,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,
scarabaeus stercoreous,n,-,turd-weevil,turd-weevil,,,,,,,,,,,,,,,,,,,,,,,,,
scarce,adj,"light, sparing; lacking, low, shy, wanting",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scarcely,adv,"barely, hardly, narrowly, slightly",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scarcity,n,"lack, shortness, seldomness, fewness, dearth",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scarf,n,-,neckcloth (cf. Sw. halsduk; Dn. halstørklæde,neckcloth ,cf. Sw. halsduk; Dn. halstørklæde,,,,,,,,,,,,,,,,,,,,,,,,
scarlet,adj,bawsebrown,wormred (<OE wyrmread),wormred ,<OE wyrmread),,,,,,,,,,,,,,,,,,,,,,,,
scatophilia,n,-,dritelust,dritelust,,,,,,,,,,,,,,,,,,,,,,,,,
scatter,vb,"broadcast, cast, deal out, go-off, go through, let go, oversow, overspread, put to flight, spread, strew",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scene,n,"background, setting; blowup, fireworks; footing",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
schizoid,adj,-,"splitlike (calque of Gk. schizein ""split, break, shatter"" and -oeides ""like"")\ncleavemindy; mindcleavish",splitlike ,"calque of Gk. schizein ""split", break," shatter"" and -oeides ""like"")\ncleavemindy; mindcleavish",,,,,,,,,,,,,,,,,,,,,,
schizophrenia,n,-,"splitmindness, shattermindness (calques of Gk. schizein ""split, break, shatter"" and phrēn ""mind, understaing"")kithshatter, kithcleave (cf. Ic. geðclofi)\nwit-cleftness",splitmindness, shattermindness ,"calques of Gk. schizein ""split", break," shatter"" and phrēn ""mind"," understaing"")kithshatter", kithcleave ,cf. Ic. geðclofi)\nwit-cleftness,,,,,,,,,,,,,,,,,,
scholar,n,learner,"fieldknower, learnand",fieldknower, learnand,,,,,,,,,,,,,,,,,,,,,,,,
scholarship,n,"knowledge, learning","bookhood, loreship",bookhood, loreship,,,,,,,,,,,,,,,,,,,,,,,,
school,n,-,learnhall,learnhall,,,,,,,,,,,,,,,,,,,,,,,,,
science,n,"lore, wisdom","witship (cf. Du. wetenschap, NHG wissenschaft )",witship ,cf. Du. wetenschap, NHG wissenschaft ),,,,,,,,,,,,,,,,,,,,,,,
scientist,n,-,"witshipper (cf. Du. wetenschapper, NHG wissenschaftler)\nloreman",witshipper ,cf. Du. wetenschapper, NHG wissenschaftler)\nloreman,,,,,,,,,,,,,,,,,,,,,,,
scientific,adj,-craftly,"worldkenly, witshiply, lorely",worldkenly, witshiply, lorely,,,,,,,,,,,,,,,,,,,,,,,
scientific language,n,-,craftspeech (<OE cræftspræc),craftspeech ,<OE cræftspræc),,,,,,,,,,,,,,,,,,,,,,,,
scintillate,vb,"sparkle, flash, shine, leam",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,n,-,shears (Scots cf. NHG. Scheren),shears ,Scots cf. NHG. Scheren),,,,,,,,,,,,,,,,,,,,,,,,
-scope,suffix,-,-seer,-seer,,,,,,,,,,,,,,,,,,,,,,,,,
scorpion,n,-,"stingtail, night-sting",stingtail, night-sting,,,,,,,,,,,,,,,,,,,,,,,,
scout,n,pathfinder,"foretrekker (< Afr. voortrekker, 'pioneer')",foretrekker ,< Afr. voortrekker, 'pioneer'),,,,,,,,,,,,,,,,,,,,,,,
scowling,adj,-,black-browed,black-browed,,,,,,,,,,,,,,,,,,,,,,,,,
screen,n,-,"shirm (<PG skirmiz, compare Du. scherm NHG. Schirm)",shirm ,<PG skirmiz, compare Du. scherm NHG. Schirm),,,,,,,,,,,,,,,,,,,,,,,
scribe,n,"writer, logger",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
scrotum,n,"ballsack*, sack* (*but ""sack"" is from Latin saccus)","cod (<OE codd)\nballbag (Scots bawbag, OE. beall and ON. baggi)",cod ,<OE codd)\nballbag ,Scots bawbag, OE. beall and ON. baggi),,,,,,,,,,,,,,,,,,,,,,
scrutinize,vb,-,scrut (<OE scrutinan)\ngaumgive (<Ic. gaumgæfa),scrut ,<OE scrutinan)\ngaumgive ,<Ic. gaumgæfa),,,,,,,,,,,,,,,,,,,,,,,
scrutiny,n,,shroutening (<OE sċrūtnung),shroutening ,<OE sċrūtnung),,,,,,,,,,,,,,,,,,,,,,,,
sea monster,n,merfiend,fivel (<OE),fivel ,<OE),,,,,,,,,,,,,,,,,,,,,,,,
search,vb,"seek, rake, comb, delve, hunt, cape","nease (<OE neosan, to search out, find out by enquiry)speer (<OE spyrian)",nease ,<OE neosan, to search out, find out by enquiry)speer ,<OE spyrian),,,,,,,,,,,,,,,,,,,,,
search word,n,-,seekword,seekword,,,,,,,,,,,,,,,,,,,,,,,,,
season,n,"time, tide","sele (<ME), yeartime, yeartide (by analogy from German Jahrzeit)",sele ,<ME), yeartime, yeartide ,by analogy from German Jahrzeit),,,,,,,,,,,,,,,,,,,,,
seat of joy,n,-,gleestool (<OE glīwstōl),gleestool ,<OE glīwstōl),,,,,,,,,,,,,,,,,,,,,,,,
sebum,n,tallow,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
secede,vb,"leave, withdraw, cleave, sunder, split off",offsplit,offsplit,,,,,,,,,,,,,,,,,,,,,,,,,
secession,n,"withdrawal, breakaway, parting, breakup, cleaving, sundering, splitting off",offsplitting,offsplitting,,,,,,,,,,,,,,,,,,,,,,,,,
secessionist,n,-,offsplitter,offsplitter,,,,,,,,,,,,,,,,,,,,,,,,,
second,adj,twoth,"next, other, after (obsolete), twithe (twi- + th as in four-th)",next, other, after ,obsolete), twithe ,twi- + th as in four-th),,,,,,,,,,,,,,,,,,,,
secret,adj/n,"adj: dern, hidden, withdrawn, unseen, inward, stealthy, untold, unbeheld, underground, underhanded, hushhush, inly                 \nn: dern","n: hiddle (<OE hydels), dyle (<ME diȝel, <OE dīegol)\nhushthought, hushwordroun(d) (< OE run, 'mystery, secret, rune'), hem (cf.NHG. heimlich NHG ""geheim"", Du. ""geheim"", Sw. ""hemmelighet"", Da. ""hemmelig"")",n: hiddle ,<OE hydels), dyle ,<ME diȝel, <OE dīegol)\nhushthought, hushwordroun,d) ,< OE run, 'mystery, secret, rune'), hem ,"cf.NHG. heimlich NHG ""geheim"""," Du. ""geheim"""," Sw. ""hemmelighet"""," Da. ""hemmelig"")",,,,,,,,,,
secret society,n,-,"himebind (cf. NHG ""geheimbund"") stealthfay (cf. Ic. ""seynifélagið""), hidden guild",himebind ,"cf. NHG ""geheimbund"") stealthfay ","cf. Ic. ""seynifélagið"")", hidden guild,,,,,,,,,,,,,,,,,,,,,,
secretary,n,-,inwriter,inwriter,,,,,,,,,,,,,,,,,,,,,,,,,
secrete,vb,"seep, leak, ooze",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sect,n,"block, body",afterfollowing (<OE æfterfylgung),afterfollowing ,<OE æfterfylgung),,,,,,,,,,,,,,,,,,,,,,,,
section,n,"bit, block",,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,
secular,n,worldhood,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
secularise/-ize,vb,-,"formean, forworlden (cf NHG verweltlichen)",formean, forworlden ,cf NHG verweltlichen),,,,,,,,,,,,,,,,,,,,,,,
secure,vb,"shield, ward; ice; more, set, fasten","mound (<OE mundian 'to protect, shelter, guard)",mound ,<OE mundian 'to protect, shelter, guard),,,,,,,,,,,,,,,,,,,,,,
security,n,-,sickerness\nsickerhood (NHG. Sicherheit),sickerness\nsickerhood ,NHG. Sicherheit),,,,,,,,,,,,,,,,,,,,,,,,
sediment,n,"dregs, silt, draff, dross",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
seduce,vb,"fortee, lead on","spane (<OE spanan), adwell",spane ,<OE spanan), adwell,,,,,,,,,,,,,,,,,,,,,,,
segment,n,lith,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
segregation,n,-,"beshedding, asunderhood",beshedding, asunderhood,,,,,,,,,,,,,,,,,,,,,,,,
seize,vb,"hold, hend, clutch, take, gripe","fang (<OE fangen), reach (<OE geræcan)",fang ,<OE fangen), reach ,<OE geræcan),,,,,,,,,,,,,,,,,,,,,,
seizure,n,fit,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
select,vb,"choose, pick, wale",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
selenium,n,-,moonstuff,moonstuff,,,,,,,,,,,,,,,,,,,,,,,,,
self-effacement,n,-,self-naughting,self-naughting,,,,,,,,,,,,,,,,,,,,,,,,,
self-esteem,n,self-worth,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
self-restraint,n,-,forhaveness (<OE forhæfnes),forhaveness ,<OE forhæfnes),,,,,,,,,,,,,,,,,,,,,,,,
semester,n,"sixmonth, half-year",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
seminar,n,workshop,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sempiternity,n,-,"endlessness, unendinghood, alwayness, everlastingness",endlessness, unendinghood, alwayness, everlastingness,,,,,,,,,,,,,,,,,,,,,,
semi-,prefix,"half-, sam-/sand-/some- (<OE sam-)",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
semicircle,n,-,"halfring, samring",halfring, samring,,,,,,,,,,,,,,,,,,,,,,,,
semisphere,n,-,"halfball, samball",halfball, samball,,,,,,,,,,,,,,,,,,,,,,,,
senate,n,-,eldermoot [elder: <L. senex + moot (council)],eldermoot [elder: <L. senex + moot ,council)],,,,,,,,,,,,,,,,,,,,,,,,
senator,n,-,"folkwit (<OE folcwita), elder",folkwit ,<OE folcwita), elder,,,,,,,,,,,,,,,,,,,,,,,
senile,adj,"doddery, doddering, elderly, old, doted",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
senior citizens,n,"elderly, old folks, eldfolk, eldman, the old",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sensate,adj,feeling,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sensation,n,1. feeling,2. upthrill,2. upthrill,,,,,,,,,,,,,,,,,,,,,,,,,
sensational,adj,amazing,wuldersome,wuldersome,,,,,,,,,,,,,,,,,,,,,,,,,
sense,vb,feel,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sensible,vb,-,"feelbere (calque), begetful",feelbere ,calque), begetful,,,,,,,,,,,,,,,,,,,,,,,
sensitive,adj,"feeling, keen, sharp",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sentence,vb,doom,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sententious,adj,pithy,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sentience,n,awareness,awaredom (obsolete OED word),awaredom ,obsolete OED word),,,,,,,,,,,,,,,,,,,,,,,,
sentient life,n,"wight, being",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sentiment,n,"feeling, thought",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
separate,adj,"sundry, freestanding, sunderedcleave, cloven",shedded,shedded,,,,,,,,,,,,,,,,,,,,,,,,,
separation,n,"splitting, split","shedding, asunderhood",shedding, asunderhood,,,,,,,,,,,,,,,,,,,,,,,,
September,n,-,"Holymonth (which was noted in OE), Sheddingmonth, Harvestmonth (<OE)",Holymonth ,which was noted in OE), Sheddingmonth, Harvestmonth ,<OE),,,,,,,,,,,,,,,,,,,,,
Septuagesima,n,-,Berueingtide (<OE berwosungtid),Berueingtide ,<OE berwosungtid),,,,,,,,,,,,,,,,,,,,,,,,
sequel,n,-,"afterfollowing, forthsetting (<NHG Fortsetzung)",afterfollowing, forthsetting ,<NHG Fortsetzung),,,,,,,,,,,,,,,,,,,,,,,
sequence,n,"aftermath, backwash, child, outcome, outgrowth, upshot; string; setup",gatherbinding,gatherbinding,,,,,,,,,,,,,,,,,,,,,,,,,
sequential,adj,"back-to-back, straight, through","fayed, gatherbinding",fayed, gatherbinding,,,,,,,,,,,,,,,,,,,,,,,,
sequoia,n,-,ettinfirwood (cf. Du. reuzenpijnboom),ettinfirwood ,cf. Du. reuzenpijnboom),,,,,,,,,,,,,,,,,,,,,,,,
series,n,"line, stream(entert.) saga",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
serious,adj,"earnest, unfunny, heavy, weighty",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
seriously,adv,"earnestly, thoroughly, wholeheartedly, with heart & soul, willingly, agoodly, weightily",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
serpent,n,"snake, worm  (<OE wyrm), adder","slang (cf. NHG Schlange, Du. slang, Da. slange)",slang ,cf. NHG Schlange, Du. slang, Da. slange),,,,,,,,,,,,,,,,,,,,,,
servant,n,"besteader\nhousekeeper, maid (fm.), dey (fm.), bondsman, loaf-eater, knight, shalk, boy, thane (<OE þegn)","thew (obs.)\ntheener, theen (<OE þēonest cf. NHG Diener)\nambight (<OE ambiht)",thew ,obs.)\ntheener, theen ,<OE þēonest cf. NHG Diener)\nambight ,<OE ambiht),,,,,,,,,,,,,,,,,,,,,
serve,vb,"help, dish, hye, bestead, give","theen (<OE þeġnian cf. NHG/Du. dienen)\nthew, ambight (<OE geambihtan; onþéowian)",theen ,<OE þeġnian cf. NHG/Du. dienen)\nthew, ambight ,<OE geambihtan; onþéowian),,,,,,,,,,,,,,,,,,,,,,
serve \na meal,vb,give,"mess (<ME messen)\n""Could you mess out the bread and ale for our guests?""",mess ,"<ME messen)\n""Could you mess out the bread and ale for our guests?""",,,,,,,,,,,,,,,,,,,,,,,,
server,n,"sender, broadcaster, outputter",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
serf,n,"bondman, thrall",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
service,n,besteading,"theen (<OE þēnest, cf. NHG Dienst)\nbetheening (cf. NHG Bedienung)\nfolgth (OE folgþ, ME, EME)",theen ,<OE þēnest, cf. NHG Dienst)\nbetheening ,cf. NHG Bedienung)\nfolgth ,OE folgþ, ME, EME),,,,,,,,,,,,,,,,,,,
servile,adj,-,thewly (<OE þéowlic),thewly ,<OE þéowlic),,,,,,,,,,,,,,,,,,,,,,,,
session,n,"sitting, stint",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
settlement,n,"hem, thorpe/thorp/dorp, wick, town, whistle-stop","settlening, hemling, ham",settlening, hemling, ham,,,,,,,,,,,,,,,,,,,,,,,
several,adj,sundry,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
severe,adj,"stern, hard, harsh, tough, thorough",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
severely,adv,"hardly, roughly, sternly, stiffly;",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sewer,n,"drain, sieve",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
sex,n,kind,"folkhalf, hade",folkhalf, hade,,,,,,,,,,,,,,,,,,,,,,,,
sex act,n,lovemaking,"swiving, heamedlock (<OE hæmedlac)fleshly knowledge, bysleep (cf. NHG Beischlaf, DU bijslaap)",swiving, heamedlock ,<OE hæmedlac)fleshly knowledge, bysleep ,cf. NHG Beischlaf, DU bijslaap),,,,,,,,,,,,,,,,,,,,
sexual reproduction,n,breeding,"swiveful matchyielding, swiveful matchbearing",swiveful matchyielding, swiveful matchbearing,,,,,,,,,,,,,,,,,,,,,,,,
sexy,adj,"hot, steamy,\ncome-hither",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
shantytown,n,"tinstow, hutstead, slum",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
shark,n,haye,"highcarl (cf. O.N. hákarl), dreadfish, sea dog",highcarl ,cf. O.N. hákarl), dreadfish, sea dog,,,,,,,,,,,,,,,,,,,,,,
shingles,n,tetter,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
shoelace,n,shoestring,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
shortage,n,dearth,"shortdom, shorthood;\nlack is Germanic but not Old English (seemingly)",shortdom, shorthood;\nlack is Germanic but not Old English ,seemingly),,,,,,,,,,,,,,,,,,,,,,,
show mercy,vb,spare,orefast/arfast (<OE ārfæstan),orefast/arfast ,<OE ārfæstan),,,,,,,,,,,,,,,,,,,,,,,,
shrapnel,n,-,"blastfall, blastrain, blastbits",blastfall, blastrain, blastbits,,,,,,,,,,,,,,,,,,,,,,,
shrine,n,-,waybed (<OE wigbed),waybed ,<OE wigbed),,,,,,,,,,,,,,,,,,,,,,,,
siege,vb,"beleaguer, (um)beset",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,n,-,Lein (pr. lee-in) Ridgelands,Lein ,pr. lee-in) Ridgelands,,,,,,,,,,,,,,,,,,,,,,,,
sign,vb,"onmark, underwrite","undertoken (calque of Ger. speech cf. NHG unterzeichnen, Du. ondertekenen)",undertoken ,calque of Ger. speech cf. NHG unterzeichnen, Du. ondertekenen),,,,,,,,,,,,,,,,,,,,,,,
signal,n,"bale-fire, beacon",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
significant,adj,"noteworthy, weighty",markworthy,markworthy,,,,,,,,,,,,,,,,,,,,,,,,,
